Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
fibroblast growth factor receptor signaling pathway (GO:0008543)	2/79	0.07138717983928498378443094907197519205510616302490234375	0.1517601585394589835953382817024248652160167694091796875	0.11611349801996122266256605826129089109599590301513671875	0.228617249987488391216317040743888355791568756103515625	-1.0101544383853058	2.6664410109012575	UBB;GRB2
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.1820803190673734	2.659836222585416	SDCBP
chaperone-mediated protein complex assembly (GO:0051131)	1/18	0.09536250356575427800098765374059439636766910552978515625	0.17194662564643714564027732194517739117145538330078125	0.1287359382566626297972334214136935770511627197265625	0.238341810170678680691480622044764459133148193359375	-1.1239906373152972	2.6414564771610407	HSPA1A
endoplasmic reticulum mannose trimming (GO:1904380)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.1734161723028893	2.64034075258203	UBB
immune response-activating cell surface receptor signaling pathway (GO:0002429)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.1925103282694602	2.6283510026477406	FCER1G
membrane assembly (GO:0071709)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.2643504803001917	2.628110645726059	S100A10
protein localization to cell surface (GO:0034394)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2374781742833616	2.621578471030673	ARF6
JNK cascade (GO:0007254)	2/67	0.053445304346546214369073624084194307215511798858642578125	0.13492139251222690088383160400553606450557708740234375	0.08878255436820765844618819073730264790356159210205078125	0.2094119239130536325177445178269408643245697021484375	-0.8949702500569198	2.6214542240904026	UBB;IKBKG
positive regulation of muscle hypertrophy (GO:0014742)	1/15	0.080119208152971299607969513090210966765880584716796875	0.16023841630594259921593902618042193353176116943359375	0.10955919039914223389597935920392046682536602020263671875	0.225956539222111507658752316274330951273441314697265625	-1.034951386070508	2.612465326090256	IGF1
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2274254644944427	2.600281960024803	RBL2
endocytosis (GO:0006897)	4/264	0.059597065707251865862570383569618570618331432342529296875	0.13893794459359332105208295615739189088344573974609375	0.1290242387847035931969230659888125956058502197265625	0.2385849670958022639144502363706124015152454376220703125	-0.9195120594408449	2.593160959034508	CDC42;RHOG;SAA1;RAC1
positive regulation of endopeptidase activity (GO:0010950)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1953953442619531799540055772013147361576557159423828125	0.171905480177973524202883481848402880132198333740234375	0.26287357129830957180871564560220576822757720947265625	-1.2702610482351306	2.5919686358231235	FYN
regulation of calcium ion transmembrane transport (GO:1903169)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.1757175058070488	2.5913388018222636	FYN
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1953953442619531799540055772013147361576557159423828125	0.171905480177973524202883481848402880132198333740234375	0.26287357129830957180871564560220576822757720947265625	-1.2669130687772967	2.585137081190993	BCL2
DNA ligation (GO:0006266)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.123353591533088	2.582269692314491	PCNA
negative regulation of mitotic cell cycle phase transition (GO:1901991)	2/80	0.07296045276769745624445562270921072922646999359130859375	0.154225001744104639467281003817333839833736419677734375	0.11847935098686125654499079473680467344820499420166015625	0.23254020566097910460712228086777031421661376953125	-0.9853470848242207	2.5794787733721436	RBL2;UBB
protein heterotetramerization (GO:0051290)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.1451577102540693	2.5767554955232645	S100A10
positive regulation of filopodium assembly (GO:0051491)	1/26	0.134798359217011609612058009588508866727352142333984375	0.1995068218206987875618096950347535312175750732421875	0.17789706814798600387206306550069712102413177490234375	0.26772628077716709160682739820913411676883697509765625	-1.2845263639405406	2.574159044595971	CDC42
cellular response to ammonium ion (GO:0071242)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.2303273052763772	2.557389220081282	PPP1R9B
regulation of potassium ion transmembrane transporter activity (GO:1901016)	1/26	0.134798359217011609612058009588508866727352142333984375	0.1995068218206987875618096950347535312175750732421875	0.17789706814798600387206306550069712102413177490234375	0.26772628077716709160682739820913411676883697509765625	-1.2747381965282183	2.554543799333776	YWHAE
positive regulation of cAMP biosynthetic process (GO:0030819)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.1545593355338184	2.5447051612293654	CALM1
peptidyl-threonine phosphorylation (GO:0018107)	2/69	0.056308814260562105313834280195806059055030345916748046875	0.1386870425009851803821447902009822428226470947265625	0.093190196804758207438368344810442067682743072509765625	0.214619847186715839715276388233178295195102691650390625	-0.8844239890872075	2.5444030863875144	ACVR1;CSNK2B
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	1/28	0.144388118140045540460647544023231603205204010009765625	0.208820113770570137123883114327327348291873931884765625	0.1897517241887903549635296940323314629495143890380859375	0.27893870480363769370768523003789596259593963623046875	-1.3144787209977187	2.5438453920723005	BCL2
establishment of epithelial cell polarity (GO:0090162)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.1059767538136243	2.542325295706474	CDC42
aorta morphogenesis (GO:0035909)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1667926210909942141835671236549387685954570770263671875	0.1223895819268311091487788644371903501451015472412109375	0.23254020566097910460712228086777031421661376953125	-1.0552869519383548	2.5374516603250865	RBPJ
gland development (GO:0048732)	2/76	0.06673626743998829768944602847113856114447116851806640625	0.146376805928978670490181457353173755109310150146484375	0.1090917948814878746244261265019304119050502777099609375	0.225956539222111507658752316274330951273441314697265625	-0.9336859271635507	2.5274940923693854	CEBPG;LEF1
positive regulation of defense response (GO:0031349)	2/75	0.06520951441596030406788742084245313890278339385986328125	0.143442057760144237033017589055816642940044403076171875	0.1067775297103034370937990615857415832579135894775390625	0.225956539222111507658752316274330951273441314697265625	-0.9190662564863378	2.5091886427900616	PLSCR1;IL2
regulation of glucose metabolic process (GO:0010906)	1/26	0.134798359217011609612058009588508866727352142333984375	0.1995068218206987875618096950347535312175750732421875	0.17789706814798600387206306550069712102413177490234375	0.26772628077716709160682739820913411676883697509765625	-1.2373786972590177	2.479676287350315	IRS2
regulation of interleukin-17 production (GO:0032660)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.1452500101316105	2.474007807778625	IL2
Arp2/3 complex-mediated actin nucleation (GO:0034314)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.1209281924162555	2.4705804793395982	ARPC3
TOR signaling (GO:0031929)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.1859032451346592	2.465048253550306	EIF4EBP1
regulation of calcium ion transport into cytosol (GO:0010522)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.1618022489755153	2.46126018769831	FYN
positive regulation of protein targeting to membrane (GO:0090314)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.1596456377047368	2.4566914399051387	FYN
regulation of peptidase activity (GO:0052547)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.0668840544644136	2.4524623233698106	MAPK12
negative regulation of mRNA processing (GO:0050686)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-0.9891603378312016	2.435729010640862	C1QBP
